contact,job,month,day_of_week,education,marital,grupo_edad,yes
cellular,admin.,may,tue,basic.9y,single,entre 30 y 39 años,yes
cellular,technician,may,tue,basic.9y,single,Menor de 30 años ,yes
cellular,technician,may,tue,high.school,single,entre 30 y 39 años,yes
cellular,blue-collar,may,tue,basic.9y,married,entre 50 y 59 años,yes
cellular,blue-collar,may,tue,basic.9y,single,Menor de 30 años ,yes
cellular,blue-collar,may,tue,basic.4y,married,entre 40 y 49 años,yes
cellular,blue-collar,may,tue,basic.9y,married,entre 30 y 39 años,yes
cellular,management,may,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,may,tue,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,may,tue,basic.6y,married,entre 40 y 49 años,yes
cellular,services,may,tue,high.school,married,entre 30 y 39 años,yes
cellular,services,may,tue,high.school,married,entre 30 y 39 años,yes
cellular,services,may,tue,high.school,single,entre 30 y 39 años,yes
cellular,student,may,tue,university.degree,single,entre 30 y 39 años,yes
telephone,services,may,tue,basic.6y,divorced,entre 30 y 39 años,yes
cellular,services,may,tue,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.4y,married,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.6y,single,Menor de 30 años ,yes
cellular,self-employed,may,wed,professional.course,single,Menor de 30 años ,yes
cellular,admin.,may,wed,high.school,married,Menor de 30 años ,yes
cellular,technician,may,wed,high.school,single,entre 40 y 49 años,yes
cellular,admin.,may,wed,high.school,single,entre 30 y 39 años,yes
cellular,retired,may,wed,basic.4y,divorced,entre 50 y 59 años,yes
cellular,blue-collar,may,wed,basic.6y,married,entre 50 y 59 años,yes
cellular,unemployed,may,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,high.school,single,Menor de 30 años ,yes
cellular,entrepreneur,may,wed,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.4y,single,entre 30 y 39 años,yes
cellular,student,may,wed,high.school,single,Menor de 30 años ,yes
cellular,housemaid,may,wed,high.school,single,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,high.school,married,entre 30 y 39 años,yes
cellular,admin.,may,wed,basic.9y,married,Menor de 30 años ,yes
cellular,technician,may,wed,professional.course,single,entre 30 y 39 años,yes
cellular,services,may,wed,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.6y,divorced,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,services,may,wed,high.school,single,Menor de 30 años ,yes
cellular,services,may,wed,basic.6y,single,entre 30 y 39 años,yes
cellular,admin.,may,wed,high.school,married,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.6y,married,entre 30 y 39 años,yes
cellular,services,may,wed,high.school,married,Menor de 30 años ,yes
cellular,blue-collar,may,wed,basic.6y,married,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.9y,married,Menor de 30 años ,yes
cellular,technician,may,wed,high.school,single,entre 40 y 49 años,yes
cellular,blue-collar,may,wed,basic.9y,married,Menor de 30 años ,yes
cellular,admin.,may,wed,basic.9y,married,entre 50 y 59 años,yes
telephone,blue-collar,may,wed,basic.6y,married,entre 30 y 39 años,yes
cellular,services,may,wed,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,may,wed,high.school,married,entre 50 y 59 años,yes
cellular,blue-collar,may,wed,high.school,divorced,entre 30 y 39 años,yes
cellular,unemployed,may,wed,high.school,single,entre 30 y 39 años,yes
cellular,unemployed,may,wed,high.school,single,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,self-employed,may,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,admin.,may,wed,university.degree,married,entre 30 y 39 años,yes
cellular,services,may,wed,high.school,single,entre 30 y 39 años,yes
cellular,admin.,may,wed,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,may,wed,high.school,single,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.9y,single,entre 30 y 39 años,yes
cellular,services,may,wed,high.school,single,Menor de 30 años ,yes
cellular,technician,may,wed,professional.course,single,entre 40 y 49 años,yes
cellular,blue-collar,may,wed,basic.6y,married,entre 30 y 39 años,yes
cellular,housemaid,may,wed,university.degree,divorced,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.4y,married,entre 50 y 59 años,yes
telephone,housemaid,may,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,admin.,may,wed,high.school,single,Menor de 30 años ,yes
cellular,self-employed,may,wed,basic.9y,married,entre 30 y 39 años,yes
cellular,admin.,may,wed,university.degree,married,entre 50 y 59 años,yes
cellular,blue-collar,may,thu,basic.4y,married,entre 40 y 49 años,yes
cellular,services,may,thu,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,may,thu,basic.6y,married,entre 30 y 39 años,yes
cellular,services,may,thu,high.school,divorced,entre 40 y 49 años,yes
cellular,blue-collar,may,thu,basic.4y,married,entre 30 y 39 años,yes
cellular,management,may,thu,university.degree,single,Menor de 30 años ,yes
cellular,management,may,thu,university.degree,single,Menor de 30 años ,yes
cellular,services,may,thu,basic.9y,single,entre 50 y 59 años,yes
cellular,self-employed,may,thu,professional.course,single,entre 30 y 39 años,yes
cellular,technician,may,thu,professional.course,married,entre 30 y 39 años,yes
cellular,services,may,thu,high.school,single,Menor de 30 años ,yes
cellular,services,may,thu,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,may,thu,basic.4y,married,entre 30 y 39 años,yes
cellular,services,may,thu,high.school,single,entre 30 y 39 años,yes
cellular,blue-collar,may,thu,basic.6y,married,entre 30 y 39 años,yes
cellular,management,may,thu,professional.course,married,entre 30 y 39 años,yes
cellular,services,may,thu,high.school,married,entre 40 y 49 años,yes
cellular,entrepreneur,may,thu,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,may,thu,high.school,divorced,Menor de 30 años ,yes
cellular,blue-collar,may,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,may,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,may,thu,basic.9y,single,entre 30 y 39 años,yes
cellular,services,may,thu,high.school,divorced,entre 40 y 49 años,yes
cellular,admin.,may,thu,high.school,single,entre 30 y 39 años,yes
cellular,admin.,may,thu,basic.9y,married,entre 50 y 59 años,yes
cellular,blue-collar,may,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,admin.,may,thu,high.school,single,entre 30 y 39 años,yes
cellular,services,may,thu,professional.course,single,Menor de 30 años ,yes
cellular,technician,may,thu,professional.course,single,entre 30 y 39 años,yes
cellular,technician,may,thu,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,may,thu,basic.9y,single,entre 30 y 39 años,yes
cellular,blue-collar,may,thu,basic.6y,married,Menor de 30 años ,yes
cellular,blue-collar,may,thu,basic.9y,single,Menor de 30 años ,yes
cellular,blue-collar,may,thu,basic.9y,married,entre 30 y 39 años,yes
cellular,blue-collar,may,thu,basic.4y,married,entre 50 y 59 años,yes
cellular,technician,may,thu,basic.9y,single,entre 30 y 39 años,yes
cellular,admin.,may,thu,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,may,thu,professional.course,married,Menor de 30 años ,yes
cellular,technician,may,thu,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,may,thu,university.degree,single,Menor de 30 años ,yes
cellular,admin.,may,thu,basic.9y,divorced,entre 40 y 49 años,yes
cellular,admin.,may,thu,high.school,single,Menor de 30 años ,yes
cellular,student,may,thu,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,may,thu,basic.9y,married,entre 50 y 59 años,yes
cellular,admin.,may,thu,high.school,single,entre 30 y 39 años,yes
cellular,blue-collar,may,thu,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,may,thu,basic.9y,single,Menor de 30 años ,yes
telephone,blue-collar,may,thu,basic.9y,divorced,entre 30 y 39 años,yes
cellular,student,may,thu,university.degree,single,Menor de 30 años ,yes
cellular,blue-collar,may,fri,basic.9y,single,entre 30 y 39 años,yes
cellular,technician,may,fri,professional.course,single,entre 30 y 39 años,yes
cellular,blue-collar,may,fri,basic.4y,divorced,Menor de 30 años ,yes
cellular,admin.,may,fri,university.degree,married,Menor de 30 años ,yes
cellular,admin.,may,fri,high.school,single,entre 30 y 39 años,yes
cellular,services,may,fri,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,may,fri,basic.9y,divorced,entre 30 y 39 años,yes
cellular,technician,may,fri,university.degree,single,Menor de 30 años ,yes
cellular,entrepreneur,may,fri,professional.course,married,entre 40 y 49 años,yes
cellular,blue-collar,may,fri,high.school,divorced,Menor de 30 años ,yes
cellular,technician,may,fri,professional.course,divorced,entre 30 y 39 años,yes
cellular,admin.,may,fri,university.degree,divorced,entre 50 y 59 años,yes
cellular,admin.,may,fri,high.school,single,entre 30 y 39 años,yes
cellular,admin.,may,fri,basic.4y,married,entre 50 y 59 años,yes
cellular,self-employed,may,fri,basic.9y,married,entre 30 y 39 años,yes
cellular,entrepreneur,may,fri,high.school,married,entre 30 y 39 años,yes
cellular,entrepreneur,may,fri,university.degree,married,entre 30 y 39 años,yes
cellular,management,may,fri,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,may,fri,basic.4y,single,Menor de 30 años ,yes
cellular,blue-collar,may,fri,basic.4y,married,entre 30 y 39 años,yes
cellular,blue-collar,may,fri,basic.9y,married,entre 30 y 39 años,yes
cellular,admin.,may,fri,high.school,single,Menor de 30 años ,yes
cellular,services,may,fri,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,may,fri,professional.course,married,entre 30 y 39 años,yes
cellular,technician,may,fri,university.degree,single,entre 30 y 39 años,yes
cellular,technician,may,fri,professional.course,single,entre 30 y 39 años,yes
cellular,management,may,fri,university.degree,married,entre 40 y 49 años,yes
cellular,technician,may,fri,university.degree,single,Menor de 30 años ,yes
cellular,services,may,fri,high.school,divorced,entre 30 y 39 años,yes
cellular,admin.,may,fri,high.school,married,entre 30 y 39 años,yes
cellular,technician,may,fri,high.school,married,entre 30 y 39 años,yes
cellular,self-employed,may,fri,high.school,married,entre 40 y 49 años,yes
cellular,management,may,fri,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,may,fri,basic.6y,married,entre 30 y 39 años,yes
cellular,services,may,fri,basic.6y,married,entre 30 y 39 años,yes
cellular,unemployed,may,fri,university.degree,married,Menor de 30 años ,yes
cellular,blue-collar,may,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,admin.,may,fri,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,may,fri,basic.9y,married,entre 50 y 59 años,yes
cellular,blue-collar,may,fri,high.school,single,Menor de 30 años ,yes
cellular,services,may,fri,high.school,married,Menor de 30 años ,yes
cellular,blue-collar,may,fri,basic.6y,married,entre 40 y 49 años,yes
cellular,student,may,fri,high.school,single,Menor de 30 años ,yes
cellular,self-employed,may,fri,basic.9y,married,Menor de 30 años ,yes
cellular,blue-collar,may,fri,professional.course,married,entre 30 y 39 años,yes
cellular,blue-collar,may,fri,basic.4y,divorced,entre 40 y 49 años,yes
cellular,admin.,may,fri,basic.9y,single,entre 30 y 39 años,yes
cellular,admin.,may,fri,high.school,married,entre 50 y 59 años,yes
cellular,admin.,may,fri,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,may,fri,high.school,married,entre 40 y 49 años,yes
cellular,blue-collar,may,fri,basic.9y,single,Menor de 30 años ,yes
cellular,blue-collar,may,fri,basic.6y,single,entre 30 y 39 años,yes
cellular,admin.,may,fri,high.school,married,Menor de 30 años ,yes
cellular,blue-collar,may,fri,high.school,single,Menor de 30 años ,yes
telephone,entrepreneur,may,fri,university.degree,divorced,entre 40 y 49 años,yes
cellular,technician,may,fri,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,may,fri,high.school,single,entre 50 y 59 años,yes
cellular,admin.,may,fri,university.degree,divorced,entre 30 y 39 años,yes
cellular,technician,may,fri,professional.course,divorced,entre 30 y 39 años,yes
cellular,admin.,may,mon,high.school,single,entre 40 y 49 años,yes
cellular,blue-collar,may,mon,basic.9y,single,entre 40 y 49 años,yes
cellular,admin.,may,mon,high.school,married,entre 30 y 39 años,yes
cellular,services,may,mon,high.school,married,entre 50 y 59 años,yes
cellular,admin.,may,mon,university.degree,single,Menor de 30 años ,yes
cellular,admin.,may,mon,basic.6y,married,entre 40 y 49 años,yes
cellular,services,may,mon,high.school,divorced,entre 40 y 49 años,yes
cellular,admin.,may,mon,professional.course,single,entre 30 y 39 años,yes
cellular,technician,may,mon,professional.course,single,Menor de 30 años ,yes
cellular,admin.,may,mon,high.school,single,entre 30 y 39 años,yes
cellular,blue-collar,may,mon,high.school,single,entre 30 y 39 años,yes
cellular,management,may,mon,university.degree,divorced,entre 30 y 39 años,yes
cellular,admin.,may,mon,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,may,mon,university.degree,married,Menor de 30 años ,yes
cellular,admin.,may,mon,university.degree,divorced,entre 40 y 49 años,yes
cellular,technician,may,mon,professional.course,divorced,entre 40 y 49 años,yes
cellular,services,may,mon,high.school,married,entre 30 y 39 años,yes
cellular,management,may,mon,high.school,single,entre 40 y 49 años,yes
cellular,services,may,mon,high.school,single,entre 30 y 39 años,yes
cellular,unemployed,may,mon,basic.4y,married,entre 30 y 39 años,yes
cellular,technician,may,mon,professional.course,married,entre 30 y 39 años,yes
cellular,technician,may,mon,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,may,mon,university.degree,divorced,entre 30 y 39 años,yes
cellular,technician,may,mon,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,may,mon,university.degree,single,entre 40 y 49 años,yes
cellular,blue-collar,may,mon,basic.4y,divorced,entre 30 y 39 años,yes
cellular,blue-collar,may,mon,basic.4y,married,entre 30 y 39 años,yes
cellular,admin.,may,mon,high.school,married,Menor de 30 años ,yes
cellular,entrepreneur,may,mon,university.degree,single,entre 30 y 39 años,yes
cellular,services,may,mon,high.school,married,entre 30 y 39 años,yes
cellular,technician,may,mon,professional.course,married,entre 30 y 39 años,yes
cellular,management,may,mon,university.degree,divorced,entre 30 y 39 años,yes
cellular,admin.,may,mon,university.degree,married,entre 50 y 59 años,yes
cellular,services,may,mon,professional.course,single,entre 40 y 49 años,yes
cellular,services,may,mon,high.school,married,entre 30 y 39 años,yes
cellular,admin.,may,mon,basic.9y,divorced,entre 50 y 59 años,yes
cellular,technician,may,fri,professional.course,single,entre 40 y 49 años,yes
cellular,services,may,fri,high.school,married,entre 30 y 39 años,yes
cellular,admin.,may,fri,university.degree,single,entre 40 y 49 años,yes
cellular,technician,may,fri,university.degree,single,Menor de 30 años ,yes
cellular,technician,may,fri,professional.course,divorced,entre 30 y 39 años,yes
cellular,entrepreneur,may,fri,university.degree,married,entre 40 y 49 años,yes
cellular,student,may,fri,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,may,fri,university.degree,single,Menor de 30 años ,yes
cellular,student,may,fri,high.school,single,Menor de 30 años ,yes
cellular,entrepreneur,may,fri,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,may,fri,university.degree,married,entre 50 y 59 años,yes
cellular,technician,may,fri,high.school,married,entre 40 y 49 años,yes
cellular,student,may,fri,professional.course,single,Menor de 30 años ,yes
cellular,technician,may,fri,professional.course,single,Menor de 30 años ,yes
cellular,services,may,fri,high.school,single,entre 30 y 39 años,yes
telephone,technician,may,fri,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,may,fri,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,may,fri,university.degree,married,entre 30 y 39 años,yes
cellular,housemaid,may,fri,university.degree,single,entre 30 y 39 años,yes
cellular,services,may,mon,high.school,married,entre 40 y 49 años,yes
cellular,technician,may,mon,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,may,mon,high.school,married,entre 30 y 39 años,yes
cellular,management,may,mon,university.degree,married,entre 50 y 59 años,yes
cellular,unemployed,may,mon,basic.9y,married,entre 50 y 59 años,yes
cellular,admin.,may,mon,university.degree,divorced,entre 50 y 59 años,yes
cellular,admin.,may,mon,university.degree,single,entre 40 y 49 años,yes
cellular,admin.,may,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,may,mon,university.degree,single,entre 50 y 59 años,yes
cellular,blue-collar,may,mon,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,may,mon,university.degree,married,Menor de 30 años ,yes
cellular,technician,may,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,may,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,may,mon,university.degree,divorced,entre 50 y 59 años,yes
cellular,admin.,may,mon,high.school,married,entre 30 y 39 años,yes
cellular,technician,may,mon,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,may,mon,high.school,single,entre 30 y 39 años,yes
cellular,services,may,mon,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,may,mon,basic.4y,married,entre 50 y 59 años,yes
cellular,self-employed,may,mon,university.degree,single,Menor de 30 años ,yes
cellular,self-employed,may,mon,university.degree,married,entre 30 y 39 años,yes
cellular,technician,may,mon,professional.course,single,entre 30 y 39 años,yes
cellular,retired,may,tue,university.degree,married,60 años o más,yes
cellular,admin.,may,tue,university.degree,married,entre 30 y 39 años,yes
cellular,management,may,tue,university.degree,married,entre 50 y 59 años,yes
cellular,blue-collar,may,tue,basic.9y,married,entre 30 y 39 años,yes
cellular,student,may,tue,high.school,single,Menor de 30 años ,yes
cellular,admin.,may,tue,university.degree,married,entre 30 y 39 años,yes
cellular,technician,may,tue,university.degree,single,Menor de 30 años ,yes
cellular,admin.,may,tue,high.school,married,entre 30 y 39 años,yes
telephone,admin.,may,tue,high.school,married,entre 30 y 39 años,yes
cellular,admin.,may,tue,university.degree,single,Menor de 30 años ,yes
cellular,student,may,tue,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,may,tue,basic.9y,married,Menor de 30 años ,yes
cellular,services,may,tue,university.degree,married,Menor de 30 años ,yes
cellular,technician,may,tue,professional.course,married,entre 30 y 39 años,yes
cellular,admin.,may,tue,university.degree,single,Menor de 30 años ,yes
cellular,student,may,tue,high.school,single,Menor de 30 años ,yes
cellular,services,may,tue,basic.9y,married,Menor de 30 años ,yes
cellular,blue-collar,may,tue,university.degree,single,Menor de 30 años ,yes
cellular,blue-collar,may,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,technician,may,tue,high.school,single,Menor de 30 años ,yes
cellular,technician,may,wed,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,may,wed,high.school,single,entre 30 y 39 años,yes
cellular,unemployed,may,wed,basic.9y,married,entre 50 y 59 años,yes
cellular,admin.,may,wed,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,basic.4y,married,entre 30 y 39 años,yes
cellular,admin.,may,wed,university.degree,divorced,entre 50 y 59 años,yes
cellular,technician,may,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,management,may,wed,university.degree,married,Menor de 30 años ,yes
cellular,self-employed,may,wed,university.degree,single,Menor de 30 años ,yes
cellular,admin.,may,wed,university.degree,single,entre 30 y 39 años,yes
cellular,blue-collar,may,wed,high.school,single,entre 30 y 39 años,yes
cellular,self-employed,may,wed,university.degree,married,Menor de 30 años ,yes
cellular,admin.,may,wed,university.degree,single,entre 30 y 39 años,yes
telephone,management,may,wed,university.degree,married,entre 30 y 39 años,yes
cellular,retired,may,wed,university.degree,married,entre 50 y 59 años,yes
cellular,student,may,wed,high.school,single,Menor de 30 años ,yes
cellular,technician,may,wed,professional.course,single,Menor de 30 años ,yes
telephone,services,may,wed,high.school,married,entre 30 y 39 años,yes
cellular,management,may,wed,university.degree,married,entre 30 y 39 años,yes
cellular,management,may,thu,university.degree,single,Menor de 30 años ,yes
cellular,technician,may,thu,university.degree,single,Menor de 30 años ,yes
cellular,admin.,jun,mon,university.degree,married,60 años o más,yes
cellular,admin.,jun,mon,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,jun,mon,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,mon,university.degree,single,Menor de 30 años ,yes
cellular,entrepreneur,jun,mon,basic.6y,married,entre 30 y 39 años,yes
cellular,unemployed,jun,mon,university.degree,single,entre 30 y 39 años,yes
cellular,technician,jun,mon,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jun,mon,high.school,married,Menor de 30 años ,yes
cellular,technician,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,retired,jun,mon,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,jun,mon,university.degree,single,entre 50 y 59 años,yes
cellular,admin.,jun,mon,university.degree,single,Menor de 30 años ,yes
cellular,technician,jun,mon,professional.course,married,entre 30 y 39 años,yes
cellular,services,jun,mon,basic.9y,married,entre 30 y 39 años,yes
cellular,services,jun,mon,basic.9y,married,entre 30 y 39 años,yes
cellular,retired,jun,mon,professional.course,married,entre 50 y 59 años,yes
cellular,technician,jun,mon,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jun,mon,basic.9y,married,entre 40 y 49 años,yes
cellular,retired,jun,mon,basic.9y,married,60 años o más,yes
cellular,management,jun,mon,university.degree,married,entre 40 y 49 años,yes
cellular,student,jun,mon,high.school,single,Menor de 30 años ,yes
cellular,admin.,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,mon,university.degree,single,Menor de 30 años ,yes
cellular,management,jun,mon,university.degree,married,entre 40 y 49 años,yes
cellular,unemployed,jun,mon,basic.9y,married,entre 40 y 49 años,yes
cellular,self-employed,jun,mon,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,mon,university.degree,single,entre 30 y 39 años,yes
cellular,student,jun,mon,high.school,single,Menor de 30 años ,yes
cellular,technician,jun,tue,professional.course,single,Menor de 30 años ,yes
cellular,admin.,jun,tue,basic.4y,married,60 años o más,yes
cellular,admin.,jun,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jun,tue,high.school,single,Menor de 30 años ,yes
cellular,technician,jun,tue,university.degree,divorced,Menor de 30 años ,yes
cellular,blue-collar,jun,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,jun,tue,high.school,single,entre 40 y 49 años,yes
cellular,student,jun,tue,basic.9y,single,Menor de 30 años ,yes
cellular,retired,jun,tue,high.school,divorced,entre 50 y 59 años,yes
cellular,admin.,jun,tue,high.school,single,entre 30 y 39 años,yes
cellular,admin.,jun,tue,university.degree,single,entre 30 y 39 años,yes
cellular,unemployed,jun,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,technician,jun,tue,university.degree,single,entre 30 y 39 años,yes
cellular,entrepreneur,jun,tue,high.school,married,entre 40 y 49 años,yes
cellular,technician,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,blue-collar,jun,tue,basic.9y,single,entre 30 y 39 años,yes
cellular,technician,jun,tue,high.school,single,entre 30 y 39 años,yes
cellular,admin.,jun,tue,university.degree,single,Menor de 30 años ,yes
cellular,technician,jun,tue,professional.course,married,entre 40 y 49 años,yes
telephone,technician,jun,tue,university.degree,single,entre 40 y 49 años,yes
cellular,unemployed,jun,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,jun,tue,university.degree,single,Menor de 30 años ,yes
cellular,admin.,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,technician,jun,tue,professional.course,married,entre 40 y 49 años,yes
cellular,admin.,jun,tue,high.school,single,Menor de 30 años ,yes
cellular,admin.,jun,tue,university.degree,single,entre 30 y 39 años,yes
cellular,unemployed,jun,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,student,jun,tue,high.school,single,Menor de 30 años ,yes
cellular,admin.,jun,tue,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jun,tue,university.degree,single,entre 40 y 49 años,yes
cellular,technician,jun,tue,professional.course,single,Menor de 30 años ,yes
cellular,admin.,jun,tue,university.degree,married,entre 40 y 49 años,yes
cellular,management,jun,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,admin.,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,unemployed,jun,tue,basic.9y,married,entre 40 y 49 años,yes
cellular,blue-collar,jun,tue,professional.course,single,Menor de 30 años ,yes
cellular,management,jun,tue,university.degree,married,entre 30 y 39 años,yes
cellular,technician,jun,tue,professional.course,single,entre 30 y 39 años,yes
cellular,admin.,jun,tue,university.degree,single,entre 30 y 39 años,yes
cellular,technician,jun,wed,professional.course,single,Menor de 30 años ,yes
cellular,admin.,jun,wed,university.degree,married,entre 40 y 49 años,yes
telephone,admin.,jun,wed,high.school,married,Menor de 30 años ,yes
cellular,blue-collar,jun,wed,professional.course,divorced,entre 40 y 49 años,yes
cellular,blue-collar,jun,wed,basic.9y,single,Menor de 30 años ,yes
cellular,admin.,jun,wed,university.degree,single,entre 30 y 39 años,yes
cellular,services,jun,wed,high.school,married,entre 30 y 39 años,yes
telephone,retired,jun,wed,professional.course,married,entre 50 y 59 años,yes
cellular,admin.,jun,wed,university.degree,single,entre 30 y 39 años,yes
cellular,technician,jun,wed,university.degree,divorced,entre 50 y 59 años,yes
cellular,admin.,jun,wed,high.school,single,Menor de 30 años ,yes
cellular,blue-collar,jun,wed,professional.course,divorced,entre 40 y 49 años,yes
cellular,management,jun,wed,university.degree,divorced,entre 40 y 49 años,yes
cellular,blue-collar,jun,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,self-employed,jun,wed,professional.course,married,entre 30 y 39 años,yes
cellular,student,jun,wed,high.school,single,Menor de 30 años ,yes
cellular,technician,jun,wed,professional.course,single,Menor de 30 años ,yes
cellular,admin.,jun,wed,university.degree,single,Menor de 30 años ,yes
cellular,technician,jun,wed,professional.course,married,entre 30 y 39 años,yes
cellular,technician,jun,wed,university.degree,single,Menor de 30 años ,yes
cellular,blue-collar,jun,wed,basic.4y,married,entre 50 y 59 años,yes
cellular,services,jun,wed,high.school,married,entre 30 y 39 años,yes
cellular,services,jun,wed,basic.6y,single,Menor de 30 años ,yes
cellular,admin.,jun,wed,university.degree,single,Menor de 30 años ,yes
cellular,admin.,jun,wed,university.degree,divorced,Menor de 30 años ,yes
cellular,admin.,jun,wed,university.degree,single,Menor de 30 años ,yes
cellular,technician,jun,wed,university.degree,married,entre 30 y 39 años,yes
cellular,admin.,jun,wed,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,jun,wed,university.degree,single,entre 30 y 39 años,yes
cellular,management,jun,wed,university.degree,single,entre 30 y 39 años,yes
cellular,admin.,jun,wed,high.school,married,Menor de 30 años ,yes
cellular,self-employed,jun,wed,university.degree,married,entre 40 y 49 años,yes
cellular,admin.,jun,wed,basic.9y,single,entre 50 y 59 años,yes
cellular,student,jun,wed,high.school,single,Menor de 30 años ,yes
cellular,services,jun,wed,high.school,single,Menor de 30 años ,yes
cellular,entrepreneur,jun,wed,basic.6y,married,entre 40 y 49 años,yes
cellular,services,jun,wed,high.school,single,Menor de 30 años ,yes
cellular,entrepreneur,jun,wed,high.school,married,60 años o más,yes
cellular,admin.,jun,wed,university.degree,single,entre 30 y 39 años,yes
